"module name","licenses"

"github.com/cespare/xxhash/v2","MIT"
"github.com/dgraph-io/ristretto","Apache-2.0"
"github.com/dgraph-io/ristretto/z","MIT"
"github.com/dustin/go-humanize","MIT"
"github.com/pkg/errors","BSD-2-Clause"
"golang.org/x/sys/unix","BSD-3-Clause"
"github.com/ghodss/yaml","MIT"
"github.com/ghodss/yaml","BSD-3-Clause"
"gopkg.in/yaml.v2","Apache-2.0"
"filippo.io/edwards25519","BSD-3-Clause"
"github.com/go-sql-driver/mysql","MPL-2.0"
"github.com/gobuffalo/httptest","MIT"
"github.com/gobuffalo/httptest/internal/takeon/github.com/ajg/form","BSD-3-Clause"
"github.com/gobuffalo/httptest/internal/takeon/github.com/markbates/hmax","MIT"
"github.com/gofrs/uuid","MIT"
"github.com/julienschmidt/httprouter","BSD-3-Clause"
"github.com/luna-duclos/instrumentedsql","MIT"
"github.com/ory/graceful","Apache-2.0"
"github.com/pkg/errors","BSD-2-Clause"
"github.com/golang/protobuf/proto","BSD-3-Clause"
"github.com/ory/herodot","Apache-2.0"
"github.com/pkg/errors","BSD-2-Clause"
"golang.org/x/net","BSD-3-Clause"
"golang.org/x/sys/unix","BSD-3-Clause"
"golang.org/x/text","BSD-3-Clause"
"google.golang.org/genproto/googleapis/rpc","Apache-2.0"
"google.golang.org/grpc","Apache-2.0"
"google.golang.org/protobuf","BSD-3-Clause"
"cloud.google.com/go/compute/metadata","Apache-2.0"
"code.dny.dev/ssrf","MIT"
"dario.cat/mergo","BSD-3-Clause"
"filippo.io/edwards25519","BSD-3-Clause"
"github.com/Masterminds/semver/v3","MIT"
"github.com/Nvveen/Gotty","BSD-2-Clause"
"github.com/avast/retry-go/v4","MIT"
"github.com/aymerick/douceur","MIT"
"github.com/beorn7/perks/quantile","MIT"
"github.com/cenkalti/backoff/v3","MIT"
"github.com/cenkalti/backoff/v4","MIT"
"github.com/cespare/xxhash/v2","MIT"
"github.com/cockroachdb/cockroach-go/v2","Apache-2.0"
"github.com/containerd/continuity/pathdriver","Apache-2.0"
"github.com/davecgh/go-spew/spew","ISC"
"github.com/dgraph-io/ristretto","Apache-2.0"
"github.com/dgraph-io/ristretto/z","MIT"
"github.com/distribution/reference","Apache-2.0"
"github.com/docker/cli","Apache-2.0"
"github.com/docker/docker","Apache-2.0"
"github.com/docker/go-connections","Apache-2.0"
"github.com/docker/go-units","Apache-2.0"
